video_title,bvid,comment,comment_time,like_count,reply_count,comment_clean,tokens,tokens_str,sentiment_score,sentiment_label,cluster,x_2d,y_2d
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,我说身边朋友能有30%就业就不错了。老有网友提出反对，说是身边经济学。为了方便网友们真实统计，有没有人一起上街，站几排让大家统计一下？[呲牙]看是你愚弄大众，还是我说了慌。,2026-05-24 11:20:17,31,1,我说身边朋友能有30 就业就不错了。老有网友提出反对，说是身边经济学。为了方便网友们真实统计，有没有人一起上街，站几排让大家统计一下？看是你愚弄大众，还是我说了慌。,"['身边', '朋友', '30', '就业', '不错', '老有', '网友', '提出', '反对', '身边', '经济学', '为了', '方便', '网友', '真实', '统计', '有没有', '一起', '上街', '几排', '大家', '统计', '一下', '愚弄', '大众']",身边 朋友 30 就业 不错 老有 网友 提出 反对 身边 经济学 为了 方便 网友 真实 统计 有没有 一起 上街 几排 大家 统计 一下 愚弄 大众,0.9999569876270078,正面,0,0.08181037135558353,-0.08766540238085964
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,20年前我爸到珠三角打拼，上夜班的话早上7点多就带早餐回家给我吃了。而现在你看看还能在珠三角找到夜班能在早上8点前下班的厂吗？,2026-05-23 17:43:26,86,5,20年前我爸到珠三角打拼，上夜班的话早上7点多就带早餐回家给我吃了。而现在你看看还能在珠三角找到夜班能在早上8点前下班的厂吗？,"['20', '年前', '我爸', '珠三角', '打拼', '夜班', '的话', '早上', '点多', '早餐', '回家', '看看', '珠三角', '找到', '夜班', '早上', '点前', '下班']",20 年前 我爸 珠三角 打拼 夜班 的话 早上 点多 早餐 回家 看看 珠三角 找到 夜班 早上 点前 下班,0.14325634405496956,负面,0,0.06752094924554707,-0.02600682170308884
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,当下不止应届毕业生和失业人数在增长，还有死亡人数抬头，生育率暴跌，加之未来老龄化严重，ai也在疯狂冲击岗位，以后会不会越来越难啊？[酸了],2026-05-24 13:44:16,99,10,当下不止应届毕业生和失业人数在增长，还有死亡人数抬头，生育率暴跌，加之未来老龄化严重，ai也在疯狂冲击岗位，以后会不会越来越难啊？,"['当下', '不止', '应届', '毕业生', '失业人数', '增长', '死亡', '人数', '抬头', '生育率', '暴跌', '加之', '未来', '老龄化', '严重', 'ai', '疯狂', '冲击', '岗位', '越来越']",当下 不止 应届 毕业生 失业人数 增长 死亡 人数 抬头 生育率 暴跌 加之 未来 老龄化 严重 ai 疯狂 冲击 岗位 越来越,0.9992363053915753,正面,0,0.05231006728545962,-0.036434668012195644
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,就业岗位都被拿一份工资干三个人的活的人占满了,2026-05-23 17:02:06,201,9,就业岗位都被拿一份工资干三个人的活的人占满了,"['就业', '岗位', '一份', '工资', '三个']",就业 岗位 一份 工资 三个,0.6019077508760011,正面,0,0.14517090085342846,-0.10239206401160512
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,某985大四，身边没有找到工作的同学，被辅导员一对一和学院签劳务协议，用来填写就业去向，不签不给毕业证,2026-05-23 21:18:53,112,15,某985大四，身边没有找到工作的同学，被辅导员一对一和学院签劳务协议，用来填写就业去向，不签不给毕业证,"['985', '大四', '身边', '找到', '工作', '同学', '辅导员', '一对一', '学院', '劳务', '协议', '用来', '填写', '就业', '去向', '不签', '毕业证']",985 大四 身边 找到 工作 同学 辅导员 一对一 学院 劳务 协议 用来 填写 就业 去向 不签 毕业证,0.7582929995124597,正面,2,0.16457801749255002,0.04146560418678536
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,[doge_金箍]我来告诉你普通人最最容易接触到的双休职业是什么？答：一二线城市的装修工，你敢加班那就真的有人就敢举报,2026-05-25 13:47:51,39,5,我来告诉你普通人最最容易接触到的双休职业是什么？答：一二线城市的装修工，你敢加班那就真的有人就敢举报,"['我来', '告诉', '普通人', '最最', '容易', '接触', '双休', '职业', '二线', '城市', '装修工', '加班', '有人', '举报']",我来 告诉 普通人 最最 容易 接触 双休 职业 二线 城市 装修工 加班 有人 举报,0.8800134435918526,正面,0,0.03971937315920339,-0.02617911730890704
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,80岁正是“奋斗”的年纪,2026-05-23 20:45:14,86,0,80岁正是 奋斗 的年纪,"['80', '正是', '奋斗', '年纪']",80 正是 奋斗 年纪,0.9874757888051648,正面,0,0.013444638273316468,-0.012165113218834494
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,我相信我花个几十上百万从幼儿园到研究生毕业出来后肯定能年入百万的,2026-05-25 12:26:05,4,0,我相信我花个几十上百万从幼儿园到研究生毕业出来后肯定能年入百万的,"['相信', '我花个', '几十', '上百万', '幼儿园', '研究生', '毕业', '出来', '能年入', '百万']",相信 我花个 几十 上百万 幼儿园 研究生 毕业 出来 能年入 百万,0.9523606298932187,正面,0,0.10796144736861024,-0.020114656377171056
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,"知道我说的大家不爱听，不过还是说来图一乐吧。
其实就业盘子崩的根本原因，是中小企业盘子崩了。而中小企业崩盘的原因，是大企业的产量实在是太大了。
我教大家一个算法，根据银行的利率，乘以2就是大部分A股中下游企业和小企业的年净利润，我们这边的数字，只有不到3%了。再把A股的数据拿出来，把头部的100家剪掉，算下总净利润，得出来的数字如何和上面的那个数字算下差值，就是当前小企业的生存空间，如果两个数字非常接近，那就代表着。。。。小企业还会继续倒闭，就业只会更差，细品把。",2026-05-24 01:19:33,177,23,知道我说的大家不爱听，不过还是说来图一乐吧。 其实就业盘子崩的根本原因，是中小企业盘子崩了。而中小企业崩盘的原因，是大企业的产量实在是太大了。 我教大家一个算法，根据银行的利率，乘以2就是大部分A股中下游企业和小企业的年净利润，我们这边的数字，只有不到3 了。再把A股的数据拿出来，把头部的100家剪掉，算下总净利润，得出来的数字如何和上面的那个数字算下差值，就是当前小企业的生存空间，如果两个数字非常接近，那就代表着。。。。小企业还会继续倒闭，就业只会更差，细品把。,"['知道', '大家', '不爱', '说来', '图一', '乐吧', '就业', '盘子', '根本原因', '中小企业', '盘子', '中小企业', '崩盘', '原因', '企业', '产量', '实在', '太大', '我教', '大家', '算法', '根据', '银行', '利率', '乘以', '大部分', 'A股', '中下游', '企业', '小企业', '净利润', '这边', '数字', '不到', 'A股', '数据', '出来', '头部', '100', '剪掉', '算下', '净利润', '出来', '数字', '上面', '数字', '差值', '当前', '小企业', '生存空间', '两个', '数字', '接近', '代表', '小企业', '还会', '继续', '倒闭', '就业', '只会', '细品']",知道 大家 不爱 说来 图一 乐吧 就业 盘子 根本原因 中小企业 盘子 中小企业 崩盘 原因 企业 产量 实在 太大 我教 大家 算法 根据 银行 利率 乘以 大部分 A股 中下游 企业 小企业 净利润 这边 数字 不到 A股 数据 出来 头部 100 剪掉 算下 净利润 出来 数字 上面 数字 差值 当前 小企业 生存空间 两个 数字 接近 代表 小企业 还会 继续 倒闭 就业 只会 细品,0.0034333188087952715,负面,0,0.13159118084420945,-0.08922911659437299
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,年轻人你说的对，我作为80后都不在意养老，小日子那边已经有前车之鉴了。,2026-05-23 17:27:27,48,6,年轻人你说的对，我作为80后都不在意养老，小日子那边已经有前车之鉴了。,"['年轻人', '作为', '80', '不在意', '养老', '小日子', '那边', '已经', '前车之鉴']",年轻人 作为 80 不在意 养老 小日子 那边 已经 前车之鉴,0.6556585004468111,正面,0,0.05829214347915708,-0.036292459152967096
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,真按照学校和书本说的东西学进去了，那会成为一个理想主义者，但现实会让你成为彻底的悲观主义者,2026-05-23 17:59:56,32,0,真按照学校和书本说的东西学进去了，那会成为一个理想主义者，但现实会让你成为彻底的悲观主义者,"['按照', '学校', '书本', '东西', '进去', '那会', '成为', '理想主义者', '现实', '成为', '彻底', '悲观主义']",按照 学校 书本 东西 进去 那会 成为 理想主义者 现实 成为 彻底 悲观主义,0.9590918826480174,正面,0,0.03623591368095834,-0.02735237272867698
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,我朋友所在的组，自他入组以来，业务量扩张了两倍不止，人员规模甚至还缩水了[呲牙]工资更是三年涨500[呲牙]油水从哪里榨出来的一目了然[笑哭]甚至她的直属领导以“我们部门这么多年没扩招，成本控制很到位”来向上级标榜自己[无语],2026-05-23 20:40:12,56,4,我朋友所在的组，自他入组以来，业务量扩张了两倍不止，人员规模甚至还缩水了工资更是三年涨500油水从哪里榨出来的一目了然甚至她的直属领导以 我们部门这么多年没扩招，成本控制很到位 来向上级标榜自己,"['朋友', '所在', '自他', '入组', '以来', '业务量', '扩张', '两倍', '不止', '人员', '规模', '缩水', '工资', '更是', '三年', '500', '油水', '出来', '一目了然', '直属', '领导', '部门', '多年', '扩招', '成本', '控制', '到位', '上级', '标榜', '自己']",朋友 所在 自他 入组 以来 业务量 扩张 两倍 不止 人员 规模 缩水 工资 更是 三年 500 油水 出来 一目了然 直属 领导 部门 多年 扩招 成本 控制 到位 上级 标榜 自己,0.04570314078291993,负面,4,0.0717829169002063,-0.08351097243346244
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,"日经：截至4月1日，2026年春季毕业的本科生就业率为98.0%，创下1997年开展调查以来的第二高。
求职市场持续呈现出学生占优势的”卖方市场”格局。按性别来看，男生就业率下降至97.5%，女生则增至
历史最高的98.7%。",2026-05-23 17:43:17,50,4,日经：截至4月1日，2026年春季毕业的本科生就业率为98 0 ，创下1997年开展调查以来的第二高。 求职市场持续呈现出学生占优势的 卖方市场 格局。按性别来看，男生就业率下降至97 5 ，女生则增至 历史最高的98 7 。,"['日经', '截至', '2026', '春季', '毕业', '本科生', '就业率', '98', '创下', '1997', '开展调查', '以来', '第二', '求职', '市场', '持续', '呈现出', '学生', '占优势', '卖方市场', '格局', '性别', '来看', '男生', '就业率', '下降', '97', '女生', '增至', '历史', '最高', '98']",日经 截至 2026 春季 毕业 本科生 就业率 98 创下 1997 开展调查 以来 第二 求职 市场 持续 呈现出 学生 占优势 卖方市场 格局 性别 来看 男生 就业率 下降 97 女生 增至 历史 最高 98,0.016573700528625612,负面,0,0.05297170772046582,-0.03251463682529125
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,我已经为广大毕业生贡献了一个国企岗位，至于他们为什么不招毕业生而要招“自己人”，我实在无能为力了。,2026-05-24 18:17:36,19,0,我已经为广大毕业生贡献了一个国企岗位，至于他们为什么不招毕业生而要招 自己人 ，我实在无能为力了。,"['已经', '广大', '毕业生', '贡献', '国企', '岗位', '至于', '不招', '毕业生', '自己', '实在', '无能为力']",已经 广大 毕业生 贡献 国企 岗位 至于 不招 毕业生 自己 实在 无能为力,0.00953432876524507,负面,4,0.11987937013816616,-0.11379434406498753
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,都不知道有生之年能不能实现八个小时工作八个小时休息八个小时玩乐的日子,2026-05-23 21:44:04,64,12,都不知道有生之年能不能实现八个小时工作八个小时休息八个小时玩乐的日子,"['知道', '有生之年', '实现', '八个', '小时', '工作', '八个', '小时', '休息', '八个', '小时', '玩乐', '日子']",知道 有生之年 实现 八个 小时 工作 八个 小时 休息 八个 小时 玩乐 日子,0.8703539689592752,正面,2,0.20824821666581855,-0.005067945796530941
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,昨天刚看到一个地狱笑话，meta谷歌微软三巨头用人工智能把员工“蒸馏”成skill，于是便有了赛博鬼故事《同事肉身离职，炼化的 skill 还在工位拉磨...》[笑哭],2026-05-24 00:13:26,80,1,昨天刚看到一个地狱笑话，meta谷歌微软三巨头用人工智能把员工 蒸馏 成skill，于是便有了赛博鬼故事《同事肉身离职，炼化的 skill 还在工位拉磨 》,"['地狱', '笑话', 'meta', '谷歌', '微软', '巨头', '人工智能', '员工', '蒸馏', 'skill', '于是', '赛博', '鬼故事', '同事', '肉身', '离职', '炼化', 'skill', '工位', '拉磨']",地狱 笑话 meta 谷歌 微软 巨头 人工智能 员工 蒸馏 skill 于是 赛博 鬼故事 同事 肉身 离职 炼化 skill 工位 拉磨,0.09283024090873393,负面,0,0.021511641713603213,-0.01312579135433508
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,所谓的本升专不过是为了暂缓就业，相信后人智慧罢了，我08年中专那会一开始说包分配，后来第二年学校发现自己做不到，就开始给大家安排其他热门专业课程让学生多条路。大学如果教学脱离实际，完全可以在本科期间删掉水课和无用的毕业设计论文做类似技能培训，而不是现在这个劝大学生去读技校。再说技校就业是真的好嘛，玩两年不管啥专业都送进厂里打螺丝，不去就不给发毕业证，打螺丝期间学费住宿费照样要交，然后打工工钱学校还得贪一半。,2026-05-23 20:54:22,37,1,所谓的本升专不过是为了暂缓就业，相信后人智慧罢了，我08年中专那会一开始说包分配，后来第二年学校发现自己做不到，就开始给大家安排其他热门专业课程让学生多条路。大学如果教学脱离实际，完全可以在本科期间删掉水课和无用的毕业设计论文做类似技能培训，而不是现在这个劝大学生去读技校。再说技校就业是真的好嘛，玩两年不管啥专业都送进厂里打螺丝，不去就不给发毕业证，打螺丝期间学费住宿费照样要交，然后打工工钱学校还得贪一半。,"['所谓', '本升', '为了', '暂缓', '就业', '相信', '后人', '智慧', '罢了', '08', '中专', '那会', '开始', '分配', '第二年', '学校', '发现自己', '不到', '开始', '大家', '安排', '其他', '热门', '专业课程', '学生', '多条', '大学', '教学', '脱离实际', '完全', '本科', '期间', '删掉', '水课', '无用', '毕业设计', '论文', '类似', '技能', '培训', '大学生', '技校', '再说', '技校', '就业', '两年', '不管', '专业', '厂里', '螺丝', '不去', '毕业证', '螺丝', '期间', '学费', '住宿费', '照样', '要交', '打工', '工钱', '学校', '一半']",所谓 本升 为了 暂缓 就业 相信 后人 智慧 罢了 08 中专 那会 开始 分配 第二年 学校 发现自己 不到 开始 大家 安排 其他 热门 专业课程 学生 多条 大学 教学 脱离实际 完全 本科 期间 删掉 水课 无用 毕业设计 论文 类似 技能 培训 大学生 技校 再说 技校 就业 两年 不管 专业 厂里 螺丝 不去 毕业证 螺丝 期间 学费 住宿费 照样 要交 打工 工钱 学校 一半,0.9999999949988714,正面,0,0.12989668660749637,-0.13537055167320772
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,别说这几年应届生找不到工作了，大模型再发展下去，在职也得失业[2233娘_吐魂],2026-05-23 17:21:13,24,2,别说这几年应届生找不到工作了，大模型再发展下去，在职也得失业,"['别说', '几年', '应届生', '不到', '工作', '模型', '发展', '下去', '在职', '失业']",别说 几年 应届生 不到 工作 模型 发展 下去 在职 失业,0.9242615442479605,正面,2,0.22441695015592328,0.09778025581152479
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,公布的失业率，跟评论里面的截然相反，我想如何改善就业的第一步，就是公布每个地区的失业率，学校专业的就业率，这样才能自发的去配置资源，大家也能往招工多的地方跑，接下来就是up这样更多的人去保障劳工权益跟资方谈判,2026-05-23 17:10:29,60,3,公布的失业率，跟评论里面的截然相反，我想如何改善就业的第一步，就是公布每个地区的失业率，学校专业的就业率，这样才能自发的去配置资源，大家也能往招工多的地方跑，接下来就是up这样更多的人去保障劳工权益跟资方谈判,"['公布', '失业率', '评论', '截然', '相反', '改善', '就业', '第一步', '公布', '每个', '地区', '失业率', '学校', '专业', '就业率', '才能', '自发', '配置', '资源', '大家', '招工', '地方', '接下来', 'up', '保障', '劳工', '权益', '资方', '谈判']",公布 失业率 评论 截然 相反 改善 就业 第一步 公布 每个 地区 失业率 学校 专业 就业率 才能 自发 配置 资源 大家 招工 地方 接下来 up 保障 劳工 权益 资方 谈判,0.9893873964596837,正面,1,0.08743075429170699,-0.13340050043592275
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,公司让一个人干两个人的活，如果劳动法能严格执行那还能创造大量轮班的工作岗位,2026-05-23 17:07:16,33,0,公司让一个人干两个人的活，如果劳动法能严格执行那还能创造大量轮班的工作岗位,"['公司', '人干', '两个', '劳动法', '严格执行', '创造', '大量', '轮班', '工作岗位']",公司 人干 两个 劳动法 严格执行 创造 大量 轮班 工作岗位,0.7077905091933718,正面,0,0.04947815649511173,-0.030228142350970905
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,总算出社会了，又可以看到新的一批洗心革面盘盘。,2026-05-23 18:13:28,6,0,总算出社会了，又可以看到新的一批洗心革面盘盘。,"['总算', '社会', '一批', '洗心革面', '盘盘']",总算 社会 一批 洗心革面 盘盘,0.6808632295256776,正面,0,0.0323799102697282,-0.046294090512009584
【劳动文化033】一千多万应届毕业生，就业往何处去？为什么他们还要继续科举？,BV1L8Gq6hEyG,这年头能找个双休8小时的工作，家里大小是个门阀世家[妙啊],2026-05-23 18:42:19,69,23,这年头能找个双休8小时的工作，家里大小是个门阀世家,"['这年头', '找个', '双休', '小时', '工作', '家里', '大小', '门阀', '世家']",这年头 找个 双休 小时 工作 家里 大小 门阀 世家,0.9078010553857726,正面,2,0.22452719192137321,0.05529180708654087
